Date,User,Message
2020-01-02 12:18:16,"김정식","아이폰11은 안그런가"
2020-01-02 12:18:33,"김용현 9팀","11도 잇긴있을듯 근데 프로가 더 심하다던데"
2020-01-02 12:19:00,"김정식","맞네 11프로가 망원카메라가 추가된건데"
2020-01-02 12:19:06,"김정식","망원카메라땜에 생기는 현상이라는데"
2020-01-02 12:19:28,"김용현 9팀","ㅇㅇ 그래서 어쩔땐 안나오고 어쩔땐 나오고 그렇더라"
2020-01-02 12:20:01,"김세현 현중","곧 갤럭시20 나온다"
2020-01-02 12:20:03,"김세현 현중","그거 사라"
2020-01-02 12:20:20,"김용현 9팀","그래도 아이폰이지"
2020-01-02 12:20:52,"김정식","나 어제 애플스토가서 맥북삼ㅋㅋㅋ"
2020-01-02 12:21:10,"김정식","아이폰 사야지"
2020-01-02 12:21:51,"김용현 9팀","맥북 프로??"
2020-01-02 12:22:19,"김정식","맥북프로16인치"
2020-01-02 12:22:26,"김용현 9팀","헐 ㅎㄷㄷ"
2020-01-02 12:22:34,"김용현 9팀","비싸던데.."
2020-01-02 12:22:35,"김정식","플렉스했다…"
2020-01-02 12:22:37,"김용현 9팀","ㅋㅋㅋㅋㅋ"
2020-01-02 12:22:48,"김용현 9팀","룸메끼리 둘다 앱등이였다"
2020-01-02 12:23:30,"김용현 9팀","플렉스 지림"
2020-01-02 12:23:52,"황병준 현중","뭐고 저형"
2020-01-02 12:24:02,"황병준 현중","부럽다"
2020-01-02 12:25:16,"김정식","기본형으로 샀음"
2020-01-02 12:25:36,"김정식","맥os 처음쓰는데 익숙해지면 윈도보다 훨씬 편할듯"
2020-01-02 12:43:20,"조가혜","플렉스 쩌네"
2020-01-02 12:43:31,"조가혜","근데 오늘 보나?"
2020-01-02 12:43:34,"조가혜","ㅋㅋㅋㅋㅋㅋ"
2020-01-02 12:48:16,"승호먹호","400??"
2020-01-02 12:48:25,"승호먹호","380이랬나"
2020-01-02 12:48:34,"승호먹호","오늘 나는 울산에 있을예정~"
2020-01-02 12:55:23,"김용현 9팀","나는 울산 늦게갈듯 대구다"
2020-01-02 12:56:39,"김세현 현중","다들 금요일 출근하나보네"
2020-01-02 12:58:54,"장광수","출근 베이비"
2020-01-02 12:59:15,"장광수","대구서 이제 울산간다"
2020-01-02 13:02:28,"황병준 현중","그렇게 일해도 회사는 안알아준다"
2020-01-02 13:04:09,"김정식","애플케어 40만원까지해서 390정도"
2020-01-02 13:05:25,"김정식","할인좀 받았고 ㅋㅋ"
2020-01-02 13:35:17,"조가혜","안보면 낼 올라갈겡ㅋㅋ"
2020-01-02 13:36:02,"장광수","애들없어서 편하게 올라오세"
2020-01-02 19:36:51,"홍민우 HHI","나눈 일본임~~"
2020-01-02 20:20:45,"김용현 9팀","헐"
2020-01-02 20:20:48,"김용현 9팀","일본어디"
2020-01-02 20:24:59,"승호먹호","이시국에!?"
2020-01-02 20:29:40,"김세현 현중","(공감)"
2020-01-02 21:27:18,"황병준 현중","?!"
2020-01-02 23:22:14,"홍민우 HHI","사진 2장"
2020-01-02 23:27:16,"승호먹호","파이리 귀엽내ㅔ"
2020-01-06 08:42:08,"승호먹호","윈도 10 업그레이드 한댜~"
2020-01-06 17:12:04,"김정식","다들 바리감?"
2020-01-06 17:14:46,"김정식","긱사갔다가야지"
2020-01-06 17:26:30,"김용현 9팀","어디야"
2020-01-06 17:27:32,"장광수","비맞으면서 긱사가는중"
2020-01-06 17:27:45,"김용현 9팀","바로가는거아니가"
2020-01-06 17:28:01,"김정식","ㅋㅋㅋ"
2020-01-06 17:28:06,"김정식","영혀이어디고"
2020-01-06 17:28:21,"김정식","난긱사 바로 나가면 됨"
2020-01-06 17:28:37,"김용현 9팀","나정문"
2020-01-06 17:28:57,"김정식","다모아 ㄱㄱ"
2020-01-06 17:29:09,"김정식","광수는 어디고"
2020-01-06 17:29:14,"김정식","같이가자"
2020-01-06 17:30:10,"장광수","나아직버스"
2020-01-06 17:30:14,"장광수","먼저가"
2020-01-06 17:30:34,"장광수","긱사가서 우산들고 올게"
2020-01-06 17:31:54,"김정식","어케"
2020-01-06 17:39:27,"조가혜","나두 긱사갓다갈랠"
2020-01-06 17:42:34,"황병준 현중","근데 그게 어딧음"
2020-01-06 17:43:28,"조가혜","음"
2020-01-06 17:43:37,"김용현 9팀","빨리온나"
2020-01-06 17:43:38,"김용현 9팀","그냥"
2020-01-06 17:43:47,"김용현 9팀","사진"
2020-01-06 17:43:56,"조가혜","오"
2020-01-06 17:44:02,"조가혜","영현이 혼자가"
2020-01-06 17:44:03,"김용현 9팀","지도: 달구지"
2020-01-06 17:44:09,"김용현 9팀","요기 바로 옆가게네"
2020-01-06 17:44:12,"김용현 9팀","옛날달구지"
2020-01-06 17:44:20,"김용현 9팀","사진"
2020-01-06 17:44:20,"김용현 9팀","외롭다"
2020-01-06 17:46:24,"김정식","다와간다"
2020-01-06 17:46:32,"김정식","사진"
2020-01-06 17:52:18,"김용현 9팀","곱창전골 대자 시키면됨?"
2020-01-06 17:52:22,"김용현 9팀","대자 두개"
2020-01-06 17:54:55,"조가혜","웅"
2020-01-06 17:54:58,"조가혜","중자 두개?"
2020-01-06 17:55:04,"조가혜","아니 대자1중자1?"
2020-01-06 17:55:10,"조가혜","프로그램 돌리고 잇는데 안끝난다ㅠㅠ"
2020-01-06 19:38:33,"승호먹호","사진 5장"
2020-01-06 19:41:04,"조가혜","사진 4장"
2020-01-06 19:41:26,"조가혜","동영상"
2020-01-06 19:42:02,"승호먹호","사진 2장"
2020-01-06 20:10:58,"조가혜","사진 6장"
2020-01-07 22:04:07,"김세현 현중","바람 소리 왜이럼;;"
2020-01-07 22:04:11,"김세현 현중","무셔무셔"
2020-01-07 22:10:38,"조가혜","세현이 무셔"
2020-01-08 14:19:00,"승호먹호","■ 현중지부 이·취
[Web발신]
■ 현중지부 이·취임식 안내 ■
 
- 일시 : 2020년 1월 9일(목) 13시 
- 장소 : 사내체육관 
 
 이번 이·취임식 행사는 해를 넘긴 '19년 임단협 승리를 위한 투쟁선포식을 포함하여 조합원의 염원을 담은 23대 집행부의 힘찬 출발을 알리는 행사입니다.
 
 지난 2년간 현중지부를 이끈 박근태 집행부와 새롭게 출범하는 조경근 집행부의 이·취임식이 모든 조합원의 힘찬 응원 속에서 진행될 수 있도록 조합원 동지들의 소중한 발걸음을 당부드립니다.
 
 한편 지부에서는 내일 오후에 근무를 시키고 4시간을 따로 챙겨주겠다는 발상으로 근무 파악을 한다는 현장 제보를 받고 있습니다. 이는 내일 회사 쪽에서 사장 및 관계자들이 이·취임식을 축하해주기 위해 참석하겠다는 취지와도 전혀 맞지 않을 뿐만 아니라, 이번 행사를 방해할 목적으로 현장에서 이런 일을 꾸미는 것으로 판단하고 적극 대응할 것입니다. 
 
 조합원들께서는 이에 개의치 마시고 단체교섭 승리를 위한 마음으로 22·23대 이·취임식에 함께 해주길 거듭 당부드립니다.
 
▶？ 참석 조합원은 초청장(행운권)을 필히 지참하십시오. 아직 초청장을 받지 못한 조합원은 대의원을 통해 요청하고 그래도 부득이한 사정으로 못 받았을 때는 정책기획실(202-5090)로 연락 바랍니다.
 
▶？ 울산지역 외 조합원을 위해 유튜브 생방송을 진행하오니 참고 바랍니다."
2020-01-08 14:19:03,"승호먹호","낼 다들 가나"
2020-01-09 18:48:29,"김정식","사진"
2020-01-09 18:49:45,"황병준 현중","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-09 18:50:02,"김세현 현중","빨래 밖에 눈에 안들어온다 ㅋㅋ"
2020-01-09 18:51:45,"승호먹호","ㅋㅋㅋㅋㅋ 시선강탈"
2020-01-09 19:55:46,"홍민우 HHI","미니언즈 ㅎㅎ"
2020-01-17 08:30:04,"김세현 현중","사진"
2020-01-17 08:30:12,"김세현 현중","더 리얼하게 안보인0"
2020-01-17 08:30:22,"김세현 현중","실제로 보면 엄청 긴데 지금"
2020-01-17 08:31:54,"김정식","ㅋㅋㅋㅋㅋㅋ"
2020-01-17 08:32:00,"김정식","무섭다"
2020-01-17 08:32:01,"장광수","헐"
2020-01-17 08:32:05,"장광수","진짜네"
2020-01-17 08:51:28,"이효상","에??"
2020-01-17 09:18:29,"승호먹호","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-17 09:18:35,"승호먹호","적랄한데ㅔ"
2020-01-17 09:18:45,"승호먹호","루피가"
2020-01-17 15:07:37,"김세현 현중","지난 주에 우리 회식했나??"
2020-01-17 15:07:40,"김세현 현중","동기"
2020-01-17 15:07:54,"조가혜","웅 월욜"
2020-01-17 15:39:40,"김용현 9팀","오늘 우주형 내려온다는데 저녁에 시간되는사람???"
2020-01-17 15:39:49,"김용현 9팀","동구들어오면 8시즘 될듯?"
2020-01-17 16:22:10,"승호먹호","고기 사주나"
2020-01-17 17:23:36,"김세현 현중","나 그럼 지금 가서 밥은 먹어야겠다"
2020-01-17 17:57:17,"조가혜","세현이 밥은 잘넘어가나보네"
2020-01-17 17:58:08,"김세현 현중","ㅡㅡ^"
2020-01-17 18:18:23,"이효상","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-01-17 18:18:26,"이효상","귀엽노"
2020-01-17 18:29:21,"조가혜","저 이모티콘 오랜만에 보네"
2020-01-17 19:09:45,"김용현 9팀","승호형이랑 세현이 나오나"
2020-01-17 19:14:58,"승호먹호","ㄱ"
2020-01-17 19:15:05,"승호먹호","뭐하노 장광수랑 조가혜"
2020-01-17 20:20:58,"조가혜","낼 갈 준비"
2020-01-17 20:52:06,"장광수","뻗음"
2020-01-18 09:55:07,"승호먹호","준용이 축의금 누구한테 부탁해쒀?"
2020-01-18 09:55:59,"조가혜","방금함..지민쒸"
2020-01-18 10:22:12,"황병준 현중","똥규형"
2020-01-18 10:31:03,"장광수","난 지민"
2020-01-18 10:50:48,"승호먹호","나두 지민"
2020-01-18 10:58:50,"장광수","출발할때 말해주세~"
2020-01-18 11:00:54,"조가혜","나 이제 간당"
2020-01-18 11:01:52,"승호먹호","오킹"
2020-01-18 12:05:08,"승호먹호","세현이차 6640이가"
2020-01-18 12:09:41,"김용현 9팀","맞음"
2020-01-18 12:09:47,"김용현 9팀","뒤에있나???"
2020-01-18 12:10:18,"승호먹호","ㅋㅋ엉 두ㅏ에"
2020-01-30 09:49:53,"황병준 현중","사진 2장"
2020-01-30 09:53:26,"승호먹호","오 색상 맘에드네"
2020-01-30 10:30:23,"승호먹호","사진"
2020-01-30 10:39:32,"승호먹호","사진 3장"
2020-01-30 10:39:33,"승호먹호","여기 사진"
2020-01-30 10:39:43,"승호먹호","레드칼라~"
2020-02-02 21:21:09,"김세현 현중","티빙 같이 할사람? "
2020-02-02 21:26:41,"김정식","티빙?"
2020-02-02 21:26:58,"김세현 현중","ㅇㅇ VOD 종류"
2020-02-02 21:27:04,"김세현 현중","웨이브랑 넷플릭스 처럼"
2020-02-03 08:25:04,"승호먹호","즐월했나"
2020-02-03 08:25:09,"승호먹호","윈도10설치즁"
2020-02-03 09:12:00,"조가혜","즐월즐월"
2020-02-03 09:13:34,"김용현 9팀","http://me2.do/5cKYqg37"
2020-02-03 09:13:50,"김용현 9팀","이자카야 매뉴들 다 여기서 떼온단다 가격도 쌈"
2020-02-03 09:14:21,"김용현 9팀","인터넷주문은 사업자 있는사람만 된대"
2020-02-03 09:14:26,"김용현 9팀","울산은 삼산에있으"
2020-02-03 09:51:08,"승호먹호","초대점"
2020-02-03 09:51:11,"승호먹호","다깔아땨"
2020-02-07 21:40:26,"승호먹호","오늘 pt 조져졌다"
2020-02-07 22:00:57,"김용현 9팀","어떠노"
2020-02-07 22:04:10,"승호먹호","와 스쿼트랑 하체하는데"
2020-02-07 22:04:14,"승호먹호","사시나무 떨듯이 떨었다"
2020-02-07 22:15:45,"김용현 9팀","조졋네 ㅋㅋㅋ 울었나 안울었나"
2020-02-07 22:16:32,"승호먹호","ㅋㅋㅋ 울라했는데 참았지"
2020-02-07 22:16:34,"승호먹호","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-02-07 22:24:29,"황병준 현중","내가켓제"
2020-02-07 22:24:42,"황병준 현중","토한다고"
2020-02-07 22:37:07,"승호먹호","ㅋㅋㅋㅋㅋ 끄앙"
2020-02-07 22:37:41,"홍민우 HHI","이제 몸짱 승호우인가"
2020-02-07 22:38:08,"승호먹호","이제 다 뒤졌댜아"
2020-02-07 22:38:12,"승호먹호","황병중"
2020-02-07 23:14:20,"김정식","ㅋㅋㅋㅋ"
2020-02-07 23:15:19,"김정식","앞으로 운동하거나 자거나 둘중이겠군"
2020-02-10 13:10:35,"김용현 9팀","사진 2장"
2020-02-14 08:20:33,"황병준 현중","사진"
2020-02-14 08:23:07,"김정식","귀엽네 ㅋㅋㅋ"
2020-02-14 09:18:16,"승호먹호","ㅋㅋㅋ ㅇ누고"
2020-02-14 09:21:22,"김세현 현중","사진"
2020-02-14 09:21:40,"황병준 현중","인증샷"
2020-02-14 09:22:29,"승호먹호","욜"
2020-02-14 09:22:56,"승호먹호","가혜야 우리꺼는"
2020-02-14 09:22:57,"승호먹호","..?"
2020-02-14 09:23:01,"승호먹호","오라버니들 섭하다"
2020-02-14 09:23:38,"조가혜","초콜릿 먹을사람"
2020-02-14 09:25:42,"승호먹호","이모티콘"
2020-02-14 09:26:07,"황병준 현중","커몬"
2020-02-14 09:41:22,"김세현 현중","얍"
2020-02-14 15:11:16,"김정식","사진"
2020-02-14 15:11:19,"김정식","황병준"
2020-02-14 15:11:24,"김정식","설마 반차???"
2020-02-14 15:20:42,"황병준 현중","노노 ㅋㅋ이사중"
2020-02-14 15:21:24,"승호먹호","사진 4장"
2020-02-14 15:21:27,"승호먹호","엄빠랑 카페왓는데 잔다"
2020-02-14 15:27:27,"홍민우 HHI","헐 월차?"
2020-02-14 15:32:11,"김용현 9팀","부럽다 ㅋㅋ"
2020-02-14 15:33:46,"황병준 현중","사진찍엇나"
2020-02-14 15:38:32,"김정식","ㅋㅋㅋ"
2020-02-14 15:38:52,"김정식","동생졸업식+도시정원 포스팅가나"
2020-02-14 15:39:57,"승호먹호","간다"
2020-02-14 15:40:09,"승호먹호","인친님들 방문 부탁해요❤️"
2020-02-14 17:16:36,"승호먹호","[둥호의 맛집] 울산 동구 명덕 돼지 껍데기집! [숙성의미껍데기/맛집 추천] 출처 : 둥지토리의.. | 블로그"
2020-02-14 17:28:48,"황병준 현중","프로네"
2020-02-14 17:29:19,"승호먹호","뭐하냐아 마쳣나"
2020-02-14 17:45:58,"김정식","ㅋㅋㅋㅋㅋㅋ"
2020-02-14 17:45:59,"김정식","잘쓰네"
2020-02-14 17:46:07,"김정식","두말하지 않아요 얼른 시키세욧!!"
2020-02-14 17:46:25,"김정식","근데 어째 내가 못먹은 고기가 많은거같네"
2020-02-14 18:09:23,"황병준 현중","대구임 ㅋㅋ"
2020-02-14 18:11:21,"조가혜","블로긐ㅋㅋㅋㅋ올 둥호"
2020-02-14 18:11:26,"조가혜","근데 뭔가 광고같닼ㅋㅋㅋㅋㅋ"
2020-02-14 18:25:07,"승호먹호","ㅋㅋㅋ 공감과 댓글 필수다"
2020-02-14 18:38:11,"김정식","껍데기 아련하게 생각나네..."
2020-02-14 18:38:42,"김정식","대구맴들 질문있음!!"
2020-02-14 18:39:18,"김정식","너 납작만두 먹어봤어? 대구사투리로 어째쓰노 ㅋㅋㅋ"
2020-02-14 18:39:55,"김정식","니 납작만두 무봤나?"
2020-02-14 18:43:00,"김세현 현중","니 납작만두 먹어봤나."
2020-02-14 18:49:21,"황병준 현중","니 납작만두 뭐봄?"
2020-02-14 18:50:20,"김정식","니 납짝만두 안무봤다카이?"
2020-02-14 18:50:25,"김정식","이러진않재"
2020-02-14 18:50:28,"김정식","ㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:50:50,"황병준 현중","뭔 소리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:51:13,"김세현 현중","ㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:51:52,"김세현 현중","저건 연기자 중에 억지로 경상도 사투리 따라해서 연기력 극혐 소리 듣는 말이지"
2020-02-14 18:52:43,"김정식","ㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:53:14,"김정식","대구꿈나무가 좀 알아보라해서..물어봄ㅋㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:53:39,"황병준 현중","아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-02-14 18:53:43,"황병준 현중","누군지 알겟네"
2020-02-14 18:56:20,"김세현 현중","아하 ㅋㅋㅋ"
2020-02-14 18:56:23,"김세현 현중","ㅎㅅㄴ"
2020-02-14 18:56:58,"승호먹호","세현이 아직 안마쳤다"
2020-02-14 18:57:00,"승호먹호","누가 구제좀"
2020-02-14 18:57:17,"조가혜","나두다 씨"
2020-02-14 18:58:37,"장광수","뭐고 가혜도 있노"
2020-02-14 18:58:59,"김세현 현중","ㅋㅋㅋ"
2020-02-14 18:59:03,"김세현 현중","동지여"
2020-02-14 18:59:20,"김세현 현중","광수형도 있네"
2020-02-14 18:59:42,"승호먹호","ㅜㅠ 노예들"
2020-02-14 18:59:45,"승호먹호","이제 풀려나라"
2020-02-14 19:07:34,"김정식","퇴근좀해라"
2020-02-14 19:12:33,"김세현 현중","뚱호형은 다른 나라에 팔려갔으면서이"
2020-02-14 19:18:08,"승호먹호","[공지] 어제 정산 합니다.
 
1차 : 숙성의미껍데기
인원 [이승호, 황병준, 장광수, 김용현, 김정식(가중치 0.7)/5명]
1차 결산 : 120,500원
 김정식 : 17,000원 / 나머지 : 25900원 (4명)
 
2차 : 매드후라이
인원 [이승호, 황병준, 장광수, 김용현, 김정식, 홍민우, 김세현/총 7명]
2차 결산 : 72,500원
1인당 : 10,357원 / 10,400 올림~
 
Total 결산
1. 이승호, 황병준, 장광수, 김용현 : 36,300원 씩
2. 김정식 : 27,400원 
3. 홍민우, 김세현 : 10,400원 씩
 
계좌
카카오뱅크 : 3333-07-6052796 (이승호) 혹은 카페~
 
잘먹었어용~"
2020-02-14 19:18:13,"승호먹호","톡게시판 '공지': [공지] 어제 정산 합니다.

1차 : 숙성의미껍데기
인원 [이승호, 황병준, 장광수, 김용현, 김정식(가중치 0.7)/5명]
1차 결산 : 120,500원
 김정식 : 17,000원 / 나머지 : 25900원 (4명)

2차 : 매드후라이
인원 [이승호, 황병준, 장광수, 김용현, 김정식, 홍민우, 김세현/총 7명]
2차 결산 : 72,500원
1인당 : 10,357원 / 10,400 올림~

Total 결산
1. 이승호, 황병준, 장광수, 김용현 : 36,300원 씩
2. 김정식 : 27,400원 
3. 홍민우, 김세현 : 10,400원 씩

계좌
카카오뱅크 : 3333-07-6052796 (이승호) 혹은 카페~

잘먹었어용~"
2020-02-14 19:18:24,"승호먹호","어제 정식이형 가중치 0.7줬다"
2020-02-14 19:18:35,"승호먹호","나름 공평하다고 생각쓰~ 정산 기기"
2020-02-14 19:19:08,"승호먹호","블로그 올려서 다들켰네"
2020-02-14 19:23:56,"이효상","ㅋㅋㅋ 아 겁나 재밌었겠네"
2020-02-14 19:25:58,"김정식","올 특별공제 감사욜"
2020-02-14 19:27:44,"승호먹호","혀상이형 함 내리와라"
2020-02-14 19:27:58,"김정식","함올때됐지"
2020-02-15 11:53:18,"승호먹호","[둥호의 카페] 경남 양산 이색 카페 [도시정원] 출처 : 둥지토리의.. | 블로그"
2020-02-15 11:53:39,"승호먹호","인친님들 이색 데이트 카페 보러 오세요~"
2020-02-15 11:57:01,"김세현 현중","가족 얼굴 막 올라가도 되나 ㅋㅋ"
2020-02-15 12:01:56,"김용현 9팀","돈받고 쓰는거아이가"
2020-02-15 12:02:01,"김용현 9팀","정성스럽다"
2020-02-15 12:02:50,"승호먹호","돈 안받고 쓴다 ㅋㅋㅋㅋㅋ"
2020-02-15 12:02:59,"승호먹호","저기 아부지 친구가 사장님이드라"
2020-02-15 12:10:10,"김세현 현중","아하 ㅎ"
2020-02-15 12:35:04,"승호먹호","다들 좋은 주말 되슈"
2020-02-15 12:46:40,"이효상","와 승호"
2020-02-15 12:46:57,"조가혜","둥호"
2020-02-15 12:47:02,"이효상","둥둥호"
2020-02-15 12:47:05,"조가혜","예신 예랑 블로그였네"
2020-02-15 12:47:08,"이효상","ㅋㅋ그러게"
2020-02-15 12:47:20,"조가혜","보기싫노.."
2020-02-15 12:47:20,"이효상","그리고 남목 챌린저짐 저기"
2020-02-15 12:47:36,"이효상","그 유튜버 누구더라"
2020-02-15 12:47:42,"이효상","그사람이 운영하는곳 아니가"
2020-02-15 12:49:33,"이효상","조제알통"
2020-02-15 12:52:28,"승호먹호","아 진짜?"
2020-02-15 12:52:52,"승호먹호","아님그사람 ㅋㅋㅋ"
2020-02-15 12:53:01,"승호먹호","예신예랑은 보지마라.."
2020-02-15 12:53:04,"승호먹호","니들은.."
2020-02-15 12:56:41,"황병준 현중","동영상"
2020-02-15 12:58:12,"승호먹호","부산이네"
2020-02-15 12:58:32,"승호먹호","사진"
2020-02-15 12:58:39,"승호먹호","해운대 맛집 알려주까"
2020-02-15 12:58:47,"승호먹호","황뱅"
2020-02-15 13:03:56,"황병준 현중","어어"
2020-02-15 13:03:57,"황병준 현중","어디"
2020-02-15 13:06:15,"승호먹호","공감과 댓글 누르면 말해주지"
2020-02-15 13:07:19,"승호먹호","샵검색: #해운대 달맞이 사비아"
2020-02-15 13:07:25,"승호먹호","감자뇨끼 존맛"
2020-02-15 13:07:38,"승호먹호","샵검색: #얼스어스 부산점"
2020-02-15 13:07:43,"승호먹호","달맞이 핫플 카페"
2020-02-15 13:09:17,"황병준 현중","돼지국밥 맛집 없나"
2020-02-15 13:11:32,"김세현 현중","ㅋㅋㅋ 병주니형 국밥 엄청 좋아하네"
2020-02-15 13:11:43,"김세현 현중","예전에 내가 간 곳도 물어보드만 ㅋㅋ"
2020-02-15 13:11:44,"승호먹호","국밥충이가"
2020-02-15 13:13:38,"황병준 현중","국밥 지림"
2020-02-16 11:54:00,"김정식","사진"
2020-02-16 11:54:33,"김정식","서울에 갑자기 눈온당"
2020-02-16 11:54:40,"김세현 현중","오호"
2020-02-16 11:56:49,"승호먹호","헐랭?ㅋㅋㅋㅋ"
2020-02-16 11:57:01,"승호먹호","부산 날씨 직이는데"
2020-02-16 11:59:55,"김세현 현중","울산동"
2020-02-16 12:08:50,"조가혜","부산 날씨 조아"
2020-02-16 12:12:56,"승호먹호","하늘이 맑다"
2020-02-16 12:13:20,"승호먹호","사진"
2020-02-16 12:13:57,"조가혜","사진"
2020-02-16 12:14:01,"조가혜","ㅋㅋㅋㅋ나둨ㅋㅋ"
2020-02-16 12:14:05,"조가혜","너무 좋네ㅠ"
2020-02-16 12:14:22,"김세현 현중","옴마~ 다들 좋은데 사네"
2020-02-16 12:15:10,"승호먹호","세현이 집에서 하늘 안보이나"
2020-02-16 12:16:05,"김세현 현중","ㅋㅋㅋ"
2020-02-16 12:16:50,"승호먹호","ㅋㅋㅋㅋㅋㅋ 점심 무것나"
2020-02-16 12:19:07,"김세현 현중","아뉭"
2020-02-16 12:24:20,"김세현 현중","사진"
2020-02-16 12:25:14,"김세현 현중","엠티 때 남은 육개장컵라면 2시간 전에 먹음"
2020-02-16 12:38:21,"김정식","사진"
2020-02-16 12:38:40,"김세현 현중","냥아~ 모해~?"
2020-02-16 12:38:45,"김정식","우리아들 눈보고 신났당"
2020-02-16 12:58:00,"승호먹호","고양이에 대한 안좋은 추억이떠오른다"
2020-02-16 12:58:11,"김용현 9팀","귀엽다ㅋㅋ"
2020-02-16 12:58:14,"승호먹호","사진 2장"
2020-02-16 12:58:22,"김용현 9팀","동영상"
2020-02-16 12:58:35,"김용현 9팀","집앞에 길냥이"
2020-02-16 12:58:45,"김용현 9팀","자꾸쳐다봐서 참치하나 줬다"
2020-02-16 13:06:44,"김정식","고양이키운뒤로 길냥이보면 불쌍함ㅠ"
2020-02-16 20:56:05,"승호먹호","고양이한테 함 물려보면 그생각 안든다"
2020-02-16 21:11:53,"김용현 9팀","사진"
2020-02-16 21:12:59,"김용현 9팀","ㅜㅜ"
2020-02-16 21:19:18,"승호먹호","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-02-16 21:19:26,"승호먹호","디테일 오지너"
2020-02-16 21:21:02,"김정식","구멍 패였노ㅋㅋㅋㅋㅋㅋ"
2020-02-16 21:21:11,"김정식","우리 고양이는 안물어요~"
2020-02-16 21:21:18,"조가혜","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2020-02-16 21:22:41,"승호먹호","아프네"
2020-02-16 21:22:46,"승호먹호","쏘까"
2020-02-16 22:05:38,"김정식","세횬전화잘못누름"
2020-02-16 22:05:40,"김정식","ㅋㅋㅋ"
2020-02-16 22:37:46,"김세현 현중","ㅇㅋ"
2020-02-18 08:56:17,"승호먹호","http://m.blog.naver.com/PostView.nhn?blogId=doongjitory&logNo=221812953835&navType=tl"
2020-02-18 08:56:17,"승호먹호","[둥호의 맛집]  양산 맛집 천손짜장! [서창 맛집 추천]"
2020-02-18 08:56:30,"승호먹호","다들 눈으로 해장해라"
2020-02-18 08:56:50,"승호먹호","톡게시판 '공지': http://m.blog.naver.com/PostView.nhn?blogId=doongjitory&logNo=221812953835&navType=tl"
2020-02-18 11:25:46,"이효상","하트하나 날릿다"
2020-02-18 11:56:53,"승호먹호","감사함돠 분당 RM 형님~"
2020-02-18 12:00:22,"황병준 현중","http://www.moonmoo.kr/"
2020-02-18 12:00:49,"조가혜","알엠이라 하지ㅏ르"
2020-02-18 12:00:50,"조가혜","므르"
